unit_type,phylo_group,broad_family,branch_class,terminal_snp_norm,surname_id,slava_id,region_id,location_id,lat,long
cluster,E,non_I2,Founder,E-PH1395,Јовановић,Св. Александар Невски,Метохија,Орашје/Брежаник/Пећ,45.0342753,18.6943254
cluster,I1,non_I2,Founder,FT428459,Јовановић,Стевањдан,Североисточна Босна,Бијељина,44.7568464,19.2156628
cluster,E,non_I2,Founder,E-Z1057,Јовановски,Св. Варвара,Западна Македонија,Теарце,42.0962641,21.0499952
cluster,R1a,non_I2,Founder,YP270,Јованчић,Ђурђиц,Стари Влах,Лиса/Ивањица,43.6514103,20.2292886
cluster,Y3120_shallow_nonPH908,nonPH908_I2,Relic,Y330253,Јовашевић,Ђурђевдан,Шумадија,Прељина/Чачак,43.9013757,20.4178774
cluster,E,non_I2,Founder,E-Z1057,Јовичинац,Ђурђевдан,Стари Влах,Глеђица/Ивањица,43.4347214,20.2290065
cluster,E,non_I2,Founder,E-FT104106,Јовичић,Ђурђевдан,Источна Босна,Гучево/Рогатица,43.8237583,18.931102
cluster,G,non_I2,Relic,G-L91,Јовичић,Ђурђиц,Стари Влах,Лис/Лучани,43.8056527,20.1770139
cluster,R1a,non_I2,Founder,Y260767,Јовичић,Јовањдан,Мачва,Миокус/Шабац,44.704107,19.826961
cluster,R1a,non_I2,Founder,Y189493,Јовичић,Марковдан,Босанска Крајина,Јошавка Горња/Челинац,44.7342666,17.4495925
cluster,R1a,non_I2,Founder,L1029,Јовишић,Ђурђевдан,Босанска Крајина,Медна/Мркоњић Град,44.3595975,16.9224624
cluster,R1a,non_I2,Founder,L1029,Јовић (Јовановић),Томиндан,Метохија,Новаке/Призрен,42.3015963,20.7553664
cluster,J2,non_I2,Founder,J-Y22063,Јовић,Ђурђевдан,Североисточна Босна,Дервента/Милићи,44.1305899,19.1340045
cluster,PH908_primary,PH908_family,Founder,Y56203,Јовић,Ђурђевдан,Североисточна Босна,Добој,44.7324559,18.0850157
cluster,R1a,non_I2,Founder,L1029,Јовић,Алимпијевдан,Шумадија,Ново Ланиште/Јагодина,44.0403555,21.2348023
cluster,N,non_I2,Relic,N-FT193452,Јовићевић,Никољдан,Стари Влах,Гугаљ/Пожега,43.867765,20.1002597
cluster,I1,non_I2,Founder,Y155080,Јокановић,Јовањдан,Североисточна Босна,Ново Село/Зворник,44.3287652,19.1192376
cluster,R1a,non_I2,Founder,Y189493,Јокановић,Стевањдан,Херцеговина,Требијови/Требиње,42.7523566,18.3183293
cluster,R1b,non_I2,Founder,BY38894,Јоковић,Ђурђевдан,Стари Влах,Северово/Ариље,43.7355288,19.9577524
cluster,E,non_I2,Founder,E-Y142744,Јоковић,Аранђеловдан,Шумадија,Горњи Милановац,44.0230872,20.4593296
cluster,I1,non_I2,Founder,FGC22061,Јоксимовић,Ђурђевдан,Стари Влах,Вирово/Ариље,43.7768561,20.1162652
cluster,Y3120_shallow_nonPH908,nonPH908_I2,Relic,Y474927,Јоксимовић,Лучиндан,Стари Влах,Добраче/Ариље,43.6353854,20.084459
cluster,E,non_I2,Founder,E-Y7168,Јорданов,Нема,Повардарје,Уланци/Градско,41.5879085,21.9440671
cluster,I1,non_I2,Founder,FGC22061,Јордовић,Никољдан,Стари Влах,Радовци/Пожега,43.8384427,19.9719643
cluster,E,non_I2,Founder,E-Z1057,Јосиповић,Лазарева Субота,Североисточна Босна,Рајетковићи/Црвица/Сребреница,44.0073932,19.5884728
cluster,I1,non_I2,Founder,Y155080,Јосић,Митровдан,Бачка,Сомбор,45.7727397,19.1147036
cluster,J2,non_I2,Founder,J-Y230579,Јоцић,Ђурђиц,Метохија,Гребник/Клина,42.5833077,20.5895152
cluster,J2,non_I2,Founder,J-Y14439,Јоцић,Петковдан,Врањско Поморавље,Горња Љубата/Босилеград,42.5010114,22.2945137
cluster,R1a,non_I2,Founder,L1029,Јојевић,Јовањдан,Источна Босна,Вардиште/Вишеград,43.7592967,19.4552731
cluster,R1a,non_I2,Founder,BY99654,Југовић,Никољдан,Источна Босна,Мокро/Пале,43.8929855,18.6359305
cluster,PH908_primary,PH908_family,Relic,Y188841,Југовић,Пантелијевдан,Босанска Крајина,Шаринци/Прњавор,44.801421,17.5674552
cluster,J2,non_I2,Relic,J-L26,Јуришић,Никољдан,Западни Банат,Ново Милошево/Нови Бечеј,45.7213056,20.3017485
cluster,Y3120_shallow_nonPH908,nonPH908_I2,Relic,Y84307,Љамић,Ђурђиц,Метохија,Паличојћи/Средска/Призрен,42.1722462,20.8573222
cluster,I1,non_I2,Founder,BY169301,Љубинковић,Аранђеловдан,Мачва,Брњац/Лозница,44.5477778,19.3675
cluster,I1,non_I2,Founder,FTA86559,Љубичић,Видовдан,Банија,Мала Врановина/Топуско,45.2846486,16.0085184
cluster,E,non_I2,Founder,E-Z1057,Љубојевић,Јовањдан,Стари Влах,Збојштица/Ужице,43.801092,19.8692072
cluster,I1,non_I2,Founder,FGC22061,Љубојевић,Никољдан,Стари Влах,Врбово/Пријепоље,43.4455142,19.4778173
cluster,R1b,non_I2,Founder,FT49714,Љумовић,Аранђеловдан,Брда,Брдо/Црнци/Подгорица,45.4492898,13.7596335
cluster,J2,non_I2,Founder,J-FT413312,Његуш,Никољдан,Источна Босна,Калиновик,43.5043116,18.4467193
cluster,E,non_I2,Founder,E-Z1057,Ћакић,Нема,Бачка,Суботица,46.0929654,19.6539185
cluster,PH908_primary,PH908_family,Founder,FT14506,Ћалић,Јовањдан,Банија,Горичка/Двор,45.157582,16.3355577
cluster,I1,non_I2,Founder,FGC22061,Ћаловић,Ђурђевдан,Стари Влах,Зеоке/Лучани,43.8448345,20.264368
cluster,R1a,non_I2,Relic,Y38780,Ћеловић,Стевањдан,Херцеговина,Дужи/Требиње,42.7040184,18.2629268
cluster,I1,non_I2,Founder,FGC22061,Ћеран,Ђурђевдан,Босанска Крајина,Чаглица/Велика Кладуша,45.120781,15.9840396
cluster,R1a,non_I2,Founder,YP417,Ћеранић,Јовањдан,Херцеговина,Автовац/Гацко,43.1387193,18.5757009
cluster,PH908_primary,PH908_family,Relic,Y199158,Ћетковић,Пантелијевдан,Североисточна Босна,Пељаве/Лопаре,44.6333515,18.9495018
cluster,E,non_I2,Founder,E-Z16988,Ћећез,Ђурђевдан,Херцеговина,Доње Село/Коњиц,43.6682984,17.9361044
cluster,E,non_I2,Founder,E-Z13591,Ћиповић,Петковдан,Брда,Даниловград,42.5524049,19.1052289
cluster,PH908_primary,PH908_family,Founder,FT190799,Ћипранић,Лучиндан,Стара Херцеговина,Ливеровићи/Никшић,42.7417709,19.073395
cluster,J2,non_I2,Founder,J-L70,Ћирић,Мратиндан,Шумадија,Влакча/Крагујевац,44.1608635,20.712197
cluster,J2,non_I2,Founder,J-Y22063,Ћирић,Стевањдан,Стари Влах,Горња Горевница/Чачак,43.958081,20.2849718
cluster,R1b,non_I2,Founder,BY38894,Ћировић,Ђурђевдан,Стари Влах,Негбина/Нова Варош,43.5421575,19.7887808
cluster,E,non_I2,Founder,E-Y142744,Ћировић,Јовањдан,Брда,Подбишће/Мојковац,42.9624908,19.5799899
cluster,J2,non_I2,Founder,J-Y22063,Ћировић,Аранђеловдан,Шумадија,Брезовац/Аранђеловац,44.2477475,20.6008977
cluster,E,non_I2,Relic,E-Y19508,Ћировић,Томиндан,Стари Влах,Пријановићи/Пожега,43.8574613,20.0794029
cluster,E,non_I2,Founder,E-Z1057,Ћирјанић,Никољдан,Стари Влах,Расна/Пожега,43.8145564,20.0227976
cluster,E,non_I2,Founder,E-Y142744,Ћопић,Михољдан,Лика,Горња Суваја/Грачац,44.4049975,16.0831234
cluster,PH908_map_nonprimary,PH908_family,Founder,Y4882,Ћорлука,Јовањдан,Херцеговина,Козице/Столац,43.1400884,17.9140101
cluster,E,non_I2,Founder,E-Z16988,Ћоровић,Аћимовдан,Херцеговина,Крушевица/Љубиње,42.9106923,18.1233759
cluster,I1,non_I2,Relic,FT263327,Ћоровић,Савиндан,Стара Херцеговина,Пошћење/Шавник,43.9517541,17.9165425
cluster,I1,non_I2,Founder,FGC22061,Ћосић,Ђурђевдан,Западни Банат,Јаша Томић/Сечањ,45.4465892,20.8564493
cluster,N,non_I2,Founder,N-FT213937,Ћосић,Јовањдан,Источна Босна,Булози/Источно Сарајево,43.8513557,18.5029053
cluster,I1,non_I2,Founder,FGC22061,Ћосић,Јовањдан,Источна Босна,Радоњићи/Пале,43.8024839,18.5397213
cluster,PH908_primary,PH908_family,Founder,Y134585,Ћосић,Аранђеловдан,Стари Влах,Паковраће/Чачак,43.899284,20.2606344
cluster,N,non_I2,Founder,N-FT213937,Ћосовић,Јовањдан,Источна Босна,Мјешаји/Фоча,43.4378956,18.7579307
cluster,E,non_I2,Founder,E-FT104106,Ћузовић,Ђурђевдан,Стара Херцеговина,Отиловићи/Пљевља,43.3322924,19.4141889
cluster,PH908_primary,PH908_family,Founder,Y58629,Ћук,Јовањдан,Херцеговина,Убоско/Љубиње,43.0086063,18.0852893
cluster,R1b,non_I2,Founder,A274,Ћук,Аранђеловдан,Херцеговина,Крајпоље/Љубиње,42.9209583,18.1214927
cluster,E,non_I2,Founder,E-Y142744,Ћук,Никољдан,Босанска Крајина,Доњи Врбљани/Рибник,44.3523007,16.8155703
cluster,PH908_primary,PH908_family,Founder,FT14506,Ћурић,Ђурђевдан,Херцеговина,Коњско/Требиње,42.6442494,18.4598538
cluster,I1,non_I2,Founder,FGC22061,Ћурлић,Никољдан,Босанска Крајина,Понир/Бањалука,44.7282914,17.2254977
cluster,I1,non_I2,Founder,FGC22061,Ћурчић,Ђурђевдан,Рашка,Градац/Ивањица,43.3757722,20.3154913
cluster,G,non_I2,Founder,G-Y128480,Ћурчић,Никољдан,Лика,Вребац/Госпић,44.5265285,15.5014191
cluster,G,non_I2,Founder,G-Y128480,Ћурчић,Никољдан,Лика,Подум/Оточац,44.8861725,15.296355
cluster,R1a,non_I2,Founder,YP4278,Џагић,Аранђеловдан,Мачва,Завлака/Крупањ,44.4554446,19.4834196
cluster,I1,non_I2,Founder,FGC22061,Џекулић,Стевањдан,Стари Влах,Трудово/Нова Варош,43.5118646,19.9380612
cluster,PH908_primary,PH908_family,Founder,Y58629,Џелетовић,Јовањдан,Херцеговина,Чепелица/Билећа,42.8445222,18.4067779
cluster,J2,non_I2,Founder,J-Y230579,Џонлез,Јовањдан,Херцеговина,Ходбина/Мостар,43.229703,17.8523897
cluster,PH908_primary,PH908_family,Founder,FT16449,Џунић,Аранђеловдан,Понишавље,Велико Село/Пирот,43.1057212,22.6771473
cluster,R1b,non_I2,Founder,L51,Џухо,Нема,Источна Босна,Џуха/Ново Горажде,43.6691134,19.1413244
cluster,PH908_primary,PH908_family,Founder,FT190799,Аврамовић,Лучиндан,Шумадија,Доња Сабанта/Крагујевац,43.9557691,20.9623432
cluster,J2,non_I2,Founder,J-Y14439,Аврамовић,Лучиндан,Топлица,Жуч/Куршумлија,43.202075,21.1562884
cluster,PH908_primary,PH908_family,Founder,FT16449,Аврамовић,Никољдан,Херцеговина,Челебићи/Коњиц,43.3913313,18.9682323
cluster,R1b,non_I2,Founder,L51,Аврамовић,Св. Атанасије,Метохија,Пећ,46.0765092,18.2280317
cluster,J2,non_I2,Founder,J-Y22059,Адамовић,Ђурђевдан,Шумадија,Вишевац/Рача,44.2488573,20.9331607
cluster,I1,non_I2,Founder,FGC22061,Адамовић,Ђурђевдан,Стари Влах,Забрдњи Тоци/Пријепоље,43.4740073,19.5102387
cluster,G,non_I2,Founder,G-Y128480,Адамовић,Јовањдан,Босанска Крајина,Босанска Крупа,44.8824428,16.1577
cluster,G,non_I2,Founder,G-Y128480,Адамовић,Јовањдан,Босанска Крајина,Дрвар,44.3740882,16.3845503
cluster,PH908_primary,PH908_family,Founder,Y134585,Адамовић,Св. Симеон Богопримац,Североисточна Босна,Горњи Свилај/Оџак,45.1073154,18.2483226
cluster,R1a,non_I2,Founder,Y189493,Аздејковић,Аранђеловдан,Расина,Кобиље/Брус,43.4065645,21.0318929
cluster,G,non_I2,Founder,G-Y128480,Аксентијевић,Јовањдан,Топлица,Здравиње/Прокупље,43.3097172,21.3926351
cluster,PH908_primary,PH908_family,Founder,Y134585,Аксентијевић,Аранђеловдан,Стара Херцеговина,Пљевља,43.3565611,19.3584715
cluster,J2,non_I2,Founder,J-Y155375,Аларгић,Никољдан,Бачка,Врбас,45.5668829,19.6465079
cluster,Y3120_deep_mid_nonPH908,nonPH908_I2,Founder,Z17855,Албијанић,Стевањдан,Херцеговина,Баљци/Билећа,42.8919352,18.4528742
cluster,R1a,non_I2,Founder,BY99654,Алексић,Ђурђевдан,Мачва,Брадић/Лозница,44.5497222,19.3391667
cluster,I1,non_I2,Founder,FGC22061,Алексић,Ђурђевдан,Шумадија,Крагујевац,44.0142628,20.9162394
